index,Show_ID,Date_Added,Country,Director,Duration,Listed_In,Rating,Release_Year,Title,Type,Budget,Sales,Profit,Continent,Profitable?
7411,1157,2021-09-02,United States,Stephen Herek,110 min,"Comedies, Romantic Movies",TV-PG,2021,Afterlife of the Party,Movie,1559623,5823842,4264219,North America,Yes
8740,1158,2021-04-01,United States,Nelson McCormick,102 min,"Horror Movies, Thrillers",PG-13,2009,The Stepfather,Movie,283308,4631231,4347923,North America,Yes
63,1159,2021-04-01,United States,Mic Rodgers,83 min,Action & Adventure,R,1999,Universal Soldier: The Return,Movie,5618832,4452772,-1166060,North America,No
8455,1160,2021-04-01,India,Bejoy Nambiar,98 min,"Dramas, International Movies, Thrillers",TV-14,2016,Wazir,Movie,751208,3870418,3119210,Asia,Yes
4573,1161,2021-04-01,United States,Shawn Rech,83 min,Documentaries,TV-MA,2017,White Boy,Movie,2907119,3089308,182189,North America,Yes
4883,1162,2021-04-01,United States,Not Given,1 Season,"Docuseries, Reality TV",TV-MA,2021,Worn Stories,TV Show,2766020,1335188,-1430832,North America,No
3824,1163,2021-04-01,United States,Peyton Reed,104 min,"Comedies, Romantic Movies",PG-13,2008,Yes Man,Movie,3250923,4642998,1392075,North America,Yes
6943,1164,2021-03-31,Ireland,Julian Schnabel,111 min,Dramas,PG-13,2018,At Eternity's Gate,Movie,1815637,4523490,2707853,Europe,Yes
1578,1165,2021-03-31,United States,Adrián García Bogliano,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",TV-14,2021,Haunted: Latin America,TV Show,4290720,2083906,-2206814,North America,No
1605,1166,2021-03-31,United Kingdom,Jose Gomez,98 min,"Documentaries, International Movies, Sports Movies",TV-MA,2020,Not a Game,Movie,4272866,2721783,-1551083,Europe,No
26,1167,2021-03-31,South Korea,Not Given,2 Seasons,"Kids' TV, Korean TV Shows",TV-Y,2015,Robocar Poli,TV Show,5736263,1021508,-4714755,Asia,No
7515,1168,2021-09-02,India,Rahul Rawail,143 min,"Dramas, International Movies, Thrillers",TV-14,1994,Anjaam,Movie,1501334,5815072,4313738,Asia,Yes
1209,1169,2021-03-31,Japan,Not Given,1 Season,"Anime Series, Kids' TV",TV-Y7,2005,Yu-Gi-Oh!,TV Show,4496847,833389,-3663458,Asia,No
1385,1170,2021-03-30,United States,Jonathon Link,93 min,Documentaries,TV-PG,2021,7 Yards: The Chris Norton Story,Movie,4395022,2458263,-1936759,North America,No
1192,1171,2021-03-30,China,Blair Simmons,73 min,Children & Family Movies,TV-Y,2021,Octonauts & the Ring of Fire,Movie,4510233,2411648,-2098585,Asia,No
3442,1172,2021-03-30,United States,Not Given,1 Season,Kids' TV,TV-Y,2020,Rainbow High,TV Show,3415126,907390,-2507736,North America,No
5380,1173,2021-03-29,United Kingdom,Justin Chadwick,141 min,"Dramas, International Movies",PG-13,2013,Mandela: Long Walk to Freedom,Movie,2539866,4588298,2048432,Europe,Yes
6468,1174,2021-03-28,United States,John Hillcoat,116 min,Dramas,R,2012,Lawless,Movie,2032620,4371699,2339079,North America,Yes
8538,1175,2021-03-28,Nigeria,Nadine Ibrahim,21 min,"Documentaries, International Movies",TV-PG,2021,Marked,Movie,653329,2459839,1806510,Africa,Yes
2335,1176,2021-03-26,United States,Roman White,98 min,"Children & Family Movies, Faith & Spirituality, Music & Musicals",TV-PG,2021,A Week Away,Movie,3911122,2457469,-1453653,North America,No
582,1177,2021-03-26,United States,Not Given,87 min,Comedies,TV-MA,2021,Bad Trip,Movie,4935527,2679499,-2256028,North America,No
7875,1178,2021-03-26,United States,Not Given,4 Seasons,Kids' TV,TV-G,2013,Big Time Rush,TV Show,1279597,2063384,783787,North America,Yes
5344,1179,2021-09-02,United Kingdom,Jane Campion,119 min,"Dramas, Romantic Movies",PG,2009,Bright Star,Movie,2561444,5779603,3218159,Europe,Yes
4665,1180,2021-03-26,Not Given,Fermín Muguruza,87 min,"Dramas, International Movies",TV-MA,2018,Black Is Beltza,Movie,2863901,3000938,137037,Unknown,Yes
1555,1181,2021-03-26,Ireland,Mike Hodges,95 min,"Dramas, Independent Movies, Thrillers",TV-MA,1998,Croupier,Movie,4300673,3505489,-795184,Europe,No
4349,1182,2021-03-26,United Kingdom,Not Given,87 min,Documentaries,TV-PG,2020,Elizabeth and Margaret: Love and Loyalty,Movie,3010803,2468222,-542581,Europe,No
2466,1183,2021-03-26,Turkey,Eylem Kaftan,93 min,"Dramas, International Movies",TV-14,2020,Keeping the Bees,Movie,3854742,3588963,-265779,Asia,No
18,1184,2021-03-26,Spain,Not Given,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",TV-MA,2021,Magic for Humans Spain,TV Show,5783346,1361928,-4421418,Europe,No
3720,1185,2021-03-26,Spain,Fernando Ayllón,97 min,"Comedies, International Movies",TV-MA,2020,Ni de coña,Movie,3293000,2732254,-560746,Europe,No
7355,1186,2021-03-26,India,Umesh Bist,114 min,"Comedies, Dramas, International Movies",TV-PG,2021,Pagglait,Movie,1588589,2462482,873893,Asia,Yes
7577,1187,2021-03-26,United Kingdom,Not Given,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",TV-14,2021,The Irregulars,TV Show,1462147,2086282,624135,Europe,Yes
2812,1188,2021-03-25,Italy,Massimiliano Camaiti,100 min,"Dramas, International Movies, Romantic Movies",TV-14,2021,Caught by a Wave,Movie,3698415,3575836,-122579,Europe,No
315,1189,2021-03-25,United States,Not Given,1 Season,Anime Series,TV-MA,2021,DOTA: Dragon's Blood,TV Show,5212242,1346683,-3865559,North America,No
823,1190,2021-09-02,India,Nagesh Kukunoor,114 min,"Comedies, Dramas, Independent Movies",TV-PG,2015,Dhanak,Movie,4747829,5779501,1031672,Asia,Yes
7511,1191,2021-03-25,Japan,Not Given,1 Season,Kids' TV,TV-Y7,2021,Pui Pui Molcar,TV Show,1502784,413571,-1089213,Asia,No
2376,1192,2021-03-25,Russia,Aleksey Tsitsilin,105 min,"Children & Family Movies, Comedies",TV-Y7,2021,Secret Magic Control Agency,Movie,3892828,2368323,-1524505,Europe,No
7394,1193,2021-03-24,United States,Ali Tabrizi,90 min,Documentaries,TV-14,2021,Seaspiracy,Movie,1570823,3570568,1999745,North America,Yes
3357,1194,2021-03-23,South Africa,Kagiso Lediga,60 min,Stand-Up Comedy,TV-MA,2021,Loyiso Gola: Unlearning,Movie,3449568,2684625,-764943,Africa,No
2757,1195,2021-03-23,South Korea,Jung-ah Im,6 Seasons,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",TV-14,2021,Men on a Mission,TV Show,3726951,2087717,-1639234,Asia,No
4142,1196,2021-03-23,South Korea,Not Given,1 Season,"International TV Shows, TV Dramas",TV-14,2021,Navillera,TV Show,3108904,2090449,-1018455,Asia,No
1340,1197,2021-03-22,United Kingdom,Stephen Frears,98 min,"Dramas, Independent Movies, International Movies",PG-13,2013,Philomena,Movie,4419689,4587868,168179,Europe,Yes
3044,1198,2021-03-20,Japan,Takuma Sato,108 min,"Dramas, International Movies",TV-MA,2020,Any Crybabies Around?,Movie,3594008,2755849,-838159,Asia,No
2966,1199,2021-03-20,Taiwan,Brody Chu,90 min,"Horror Movies, International Movies",TV-MA,2020,Hospital,Movie,3626860,2728036,-898824,Asia,No
3450,1200,2021-03-20,United States,Dimitri Logothetis,102 min,Action & Adventure,R,2020,Jiu Jitsu,Movie,3411586,4195514,783928,North America,Yes
2820,1201,2021-09-02,United Kingdom,Luke Holland,94 min,Documentaries,PG-13,2021,Final Account,Movie,3694257,5778266,2084009,Europe,Yes
2520,1202,2021-03-20,United States,Not Given,4 Seasons,Kids' TV,TV-Y7,2010,Mighty Morphin Power Rangers,TV Show,3828558,818310,-3010248,North America,No
8316,1203,2021-03-19,Pakistan,Not Given,2 Seasons,"Kids' TV, TV Comedies",TV-Y7,2021,Alien TV,TV Show,900579,5749530,4848951,Asia,Yes
4612,1204,2021-03-19,United States,Not Given,1 Season,TV Comedies,TV-PG,2021,Country Comfort,TV Show,2888016,1066390,-1821626,North America,No
3648,1205,2021-03-19,United Kingdom,Not Given,3 Seasons,Docuseries,TV-MA,2021,Formula 1: Drive to Survive,TV Show,3322838,1350592,-1972246,Europe,No
3727,1206,2021-03-19,Not Given,Taketoshi Sado,84 min,"International Movies, Music & Musicals",TV-G,2020,Reframe THEATER EXPERIENCE with you,Movie,3291667,3529636,237969,Unknown,Yes
475,1207,2021-03-19,China,Li Weiran,120 min,"Action & Adventure, International Movies",TV-14,2021,The Yin Yang Master,Movie,5027934,3580903,-1447031,Asia,No
7607,1208,2021-03-19,Nigeria,Chinaza Onuzo,106 min,"Comedies, International Movies, Romantic Movies",TV-MA,2020,Who's the Boss,Movie,1443342,2748892,1305550,Africa,Yes
1883,1209,2021-03-18,Japan,Not Given,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows",TV-MA,2021,B: The Beginning,TV Show,4127944,1373505,-2754439,Asia,No
2421,1210,2021-03-18,United States,Anna Elizabeth James,115 min,Thrillers,R,2021,Deadly Illusions,Movie,3873031,4173455,300424,North America,Yes
2911,1211,2021-03-18,Brazil,Vitor Brandt,98 min,"Action & Adventure, Comedies, International Movies",TV-14,2021,Get the Goat,Movie,3654877,3583017,-71860,South America,No
6189,1212,2021-09-02,India,Shanker Raman,106 min,"Dramas, International Movies, Thrillers",TV-14,2017,Gurgaon,Movie,2166691,5777992,3611301,Asia,Yes
3552,1213,2021-03-18,United States,Troy Miller,60 min,Stand-Up Comedy,TV-G,2021,Nate Bargatze: The Greatest Average American,Movie,3374591,3521416,146825,North America,Yes
3087,1214,2021-03-18,United Kingdom,Liam O'Donnell,113 min,Action & Adventure,R,2020,Skylines,Movie,3575099,4197898,622799,Europe,Yes
7730,1215,2021-03-18,United States,"Manny Rodriguez, Jay Lavender",101 min,Stand-Up Comedy,PG-13,2014,The Fluffy Movie,Movie,1358919,4577258,3218339,North America,Yes
533,1216,2021-03-18,United Kingdom,Farah Nabulsi,24 min,"Dramas, International Movies",TV-MA,2020,The Present,Movie,4977405,2726289,-2251116,Europe,No
7391,1217,2021-03-18,Not Given,Adriano Rudiman,51 min,"Documentaries, International Movies, Music & Musicals",TV-PG,2020,Wave of Cinema: 90's Generation,Movie,1572785,2470821,898036,Unknown,Yes
7004,1218,2021-03-17,Nigeria,Walter Taylaur,80 min,"Dramas, International Movies, Thrillers",TV-14,2017,Catch.er,Movie,1785775,3803033,2017258,Africa,Yes
3152,1219,2021-03-17,United States,Chris Smith,100 min,Documentaries,R,2021,Operation Varsity Blues: The College Admissions Scandal,Movie,3543639,4173602,629963,North America,Yes
7067,1220,2021-03-17,Belgium,Alain Brunard,1 Season,"Crime TV Shows, Docuseries, International TV Shows",TV-14,2021,Under Suspicion: Uncovering the Wesphael Case,TV Show,1751887,2101348,349461,Europe,Yes
5541,1221,2021-03-16,United Kingdom,Tate Taylor,139 min,"Dramas, Music & Musicals",PG-13,2014,Get on Up,Movie,2474928,4577855,2102927,Europe,Yes
6446,1222,2021-03-16,Germany,Ladislaus Kiraly,74 min,Stand-Up Comedy,TV-MA,2021,RebellComedy: Straight Outta the Zoo,Movie,2041378,2692661,651283,Europe,Yes
8549,1223,2021-09-23,Not Given,Kongkiat Komesiri,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",TV-MA,2021,Bangkok Breaking,TV Show,641575,6081487,5439912,Unknown,Yes
7354,1224,2021-09-02,Philippines,JP Habac,99 min,"Dramas, International Movies, Romantic Movies",TV-MA,2020,Here and There,Movie,1589222,5774929,4185707,Asia,Yes
3630,1225,2021-03-16,United States,Oliver Stone,131 min,"Dramas, Thrillers",R,2012,Savages,Movie,3330244,4370942,1040698,North America,Yes
3977,1226,2021-03-16,United States,Not Given,1 Season,Kids' TV,TV-Y,2021,Waffles + Mochi,TV Show,3181167,882205,-2298962,North America,No
6814,1227,2021-03-15,Egypt,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",TV-14,2021,Abla Fahita: Drama Queen,TV Show,1885700,2100365,214665,Africa,Yes
3004,1228,2021-03-15,India,Hemambar Jasti,131 min,"Dramas, International Movies, Romantic Movies",TV-14,2021,C/O Kaadhal,Movie,3611205,3580748,-30457,Asia,No
283,1229,2021-03-15,United States,Steven Spielberg,118 min,"Children & Family Movies, Dramas",PG,2016,The BFG,Movie,5255031,4765589,-489442,North America,No
237,1230,2021-03-15,United States,Taylor Morden,87 min,Documentaries,TV-14,2020,The Last Blockbuster,Movie,5317930,3584906,-1733024,North America,No
3577,1231,2021-03-15,United States,Not Given,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure",TV-MA,2021,The Lost Pirate Kingdom,TV Show,3360630,1334538,-2026092,North America,No
6676,1232,2021-03-15,United Kingdom,Not Given,1 Season,"British TV Shows, Kids' TV, TV Dramas",TV-G,2021,Zero Chill,TV Show,1943532,2026494,82962,Europe,Yes
3608,1233,2021-03-14,Not Given,Helena Coan,101 min,Documentaries,TV-14,2020,Audrey,Movie,3345280,3591818,246538,Unknown,Yes
1751,1234,2021-03-12,Turkey,Muharrem Gülmez,97 min,"Comedies, International Movies",TV-MA,2015,Çarsi Pazar,Movie,4189756,3344864,-844892,Asia,No
1187,1235,2021-09-02,Australia,Not Given,1 Season,"Kids' TV, TV Comedies",TV-Y7,2021,Heroes of Goo Jit Zu,TV Show,4513700,436921,-4076779,Oceania,No
7146,1236,2021-03-12,Kenya,Dolapo Adeleke,92 min,"Comedies, Dramas, International Movies",TV-G,2020,Just In Time,Movie,1704449,3530958,1826509,Africa,Yes
611,1237,2021-03-12,South Korea,Not Given,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-MA,2021,Love Alarm,TV Show,4902455,1363602,-3538853,Asia,No
1445,1238,2021-03-12,Turkey,Mahsun Kırmızıgül,136 min,"Dramas, International Movies",TV-14,2015,Mucize,Movie,4360208,3913180,-447028,Asia,No
1661,1239,2021-03-12,Turkey,Can Ulkay,97 min,"Dramas, International Movies",TV-MA,2021,Paper Lives,Movie,4240859,2680165,-1560694,Asia,No
3954,1240,2021-03-12,United States,Not Given,3 Seasons,TV Comedies,TV-MA,2021,Paradise PD,TV Show,3191442,1314472,-1876970,North America,No
508,1241,2021-03-12,Not Given,Luis Alejandro Pérez,103 min,"Dramas, International Movies, Music & Musicals",TV-MA,2020,Quiet,Movie,4999031,2746012,-2253019,Unknown,No
7529,1242,2021-03-12,Turkey,Ketche,110 min,"Comedies, International Movies, Romantic Movies",TV-MA,2010,Romantik Komedi,Movie,1492227,3455123,1962896,Asia,Yes
1550,1243,2021-03-12,Turkey,Erol Özlevi,105 min,"Comedies, International Movies, Romantic Movies",TV-MA,2013,Romantik Komedi 2: Bekarlığa Veda,Movie,4304829,3417096,-887733,Asia,No
4989,1244,2021-03-12,United Kingdom,Not Given,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",TV-MA,2021,The One,TV Show,2719670,1351954,-1367716,Europe,No
836,1245,2021-03-12,United States,Miguel Arteta,90 min,"Children & Family Movies, Comedies",PG,2021,YES DAY,Movie,4739985,4717802,-22183,North America,No
6824,1246,2021-09-02,Pakistan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2019,Hotel Del Luna,TV Show,1876326,6037742,4161416,Asia,Yes
4664,1247,2021-03-12,Turkey,Tolga Örnek,107 min,"Comedies, Dramas, Independent Movies",TV-PG,2016,You're Everything To Me,Movie,2864328,2581354,-282974,Asia,No
8481,1248,2021-03-11,Spain,Pablo Agüero,92 min,"Dramas, Independent Movies, International Movies",TV-MA,2021,Coven of Sisters,Movie,726967,2681434,1954467,Europe,Yes
5888,1249,2021-03-11,Indonesia,Mohammad Irfan Ramly,94 min,"Dramas, International Movies",TV-14,2020,Generasi 90an: Melankolia,Movie,2318816,3596336,1277520,Asia,Yes
6909,1250,2021-03-11,United States,"Kevin McManus, Matthew McManus",99 min,"Horror Movies, Independent Movies",TV-MA,2020,The Block Island Sound,Movie,1840264,2695082,854818,North America,Yes
3241,1251,2021-03-10,France,"Ange Basterga, Nicolas Lopez",1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",TV-MA,2021,Dealer,TV Show,3506025,1393978,-2112047,Europe,No
3778,1252,2021-03-10,Pakistan,Not Given,1 Season,Docuseries,TV-MA,2021,Last Chance U: Basketball,TV Show,3273397,5746574,2473177,Asia,Yes
2652,1253,2021-03-10,Pakistan,Not Given,1 Season,"Reality TV, Romantic TV Shows",TV-G,2021,Marriage or Mortgage,TV Show,3772215,5737601,1965386,Asia,Yes
84,1254,2021-03-09,Germany,Not Given,1 Season,"Docuseries, International TV Shows",TV-14,2021,The Houseboat,TV Show,5578506,2100173,-3478333,Europe,No
4194,1255,2021-03-08,India,Not Given,1 Season,"International TV Shows, TV Dramas",TV-MA,2021,Bombay Begums,TV Show,3085801,1383779,-1702022,Asia,No
969,1256,2021-03-08,India,Gitanjali Rao,97 min,"Dramas, Independent Movies, International Movies",PG-13,2021,Bombay Rose,Movie,4647362,4495459,-151903,Asia,No
5088,1257,2021-09-02,United Kingdom,Jane Campion,118 min,Thrillers,R,2003,In the Cut,Movie,2677345,5771621,3094276,Europe,Yes
5893,1258,2021-03-06,Egypt,Not Given,1 Season,"International TV Shows, TV Dramas",TV-14,2015,My Way,TV Show,2316939,2282302,-34637,Africa,No
3198,1259,2021-03-05,India,Halitha Shameem,151 min,"Comedies, Dramas, Independent Movies",TV-14,2021,Aelay,Movie,3525438,3576383,50945,Asia,Yes
2233,1260,2021-03-05,United States,Not Given,1 Season,Kids' TV,TV-Y7,2021,City of Ghosts,TV Show,3957721,378643,-3579078,North America,No
1999,1261,2021-03-05,Colombia,Carlos Moreno,108 min,"Comedies, Dramas, International Movies",TV-MA,2021,Dogwashers,Movie,4065523,2694575,-1370948,South America,No
5914,1262,2021-03-05,Nigeria,Kayode Kasum,113 min,"Comedies, International Movies",TV-14,2020,Fate of Alakada,Movie,2306908,3593447,1286539,Africa,Yes
491,1263,2021-03-05,Spain,Maribel Sánchez-Maroto,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",TV-MA,2021,Nevenka: Breaking the Silence,TV Show,5015684,1362724,-3652960,Europe,No
4065,1264,2021-03-05,Pakistan,Not Given,4 Seasons,"Anime Series, Kids' TV, TV Action & Adventure",TV-Y7,2021,Pokémon Journeys: The Series,TV Show,3140130,5737148,2597018,Asia,Yes
6497,1265,2021-03-05,France,Julien Leclercq,81 min,"Action & Adventure, Dramas, International Movies",TV-MA,2021,Sentinelle,Movie,2019055,2694341,675286,Europe,Yes
1503,1266,2021-03-04,Indonesia,Fajar Bustomi,116 min,"Comedies, International Movies, Romantic Movies",TV-14,2020,Mariposa,Movie,4325736,3598210,-727526,Asia,No
636,1267,2021-03-04,United States,Not Given,1 Season,Anime Series,TV-14,2021,Pacific Rim: The Black,TV Show,4886427,2085598,-2800829,North America,No
5262,1268,2021-09-02,Pakistan,Not Given,1 Season,Kids' TV,TV-Y7,2012,Luv Kushh,TV Show,2598983,808955,-1790028,Asia,No
7562,1269,2021-03-04,United States,Taylor Hackford,119 min,Action & Adventure,R,2013,Parker,Movie,1472719,4352957,2880238,North America,Yes
7647,1270,2021-03-04,United States,Lasse Hallström,116 min,"Dramas, Romantic Movies",PG-13,2013,Safe Haven,Movie,1415704,4587198,3171494,North America,Yes
6089,1271,2021-03-03,United States,Amy Poehler,112 min,"Comedies, Dramas, Music & Musicals",PG-13,2021,Moxie,Movie,2217100,4493458,2276358,North America,Yes
3870,1272,2021-03-03,United States,"Jared Hess, Tyler Measom",1 Season,"Crime TV Shows, Docuseries",TV-14,2021,Murder Among the Mormons,TV Show,3224865,2085593,-1139272,North America,No
5946,1273,2021-03-02,United States,Mike Binder,121 min,Dramas,PG-13,2014,Black or White,Movie,2292943,4573268,2280325,North America,Yes
5835,1274,2021-03-02,India,Abir Sengupta,115 min,"Action & Adventure, Comedies, International Movies",TV-14,2020,Indoo Ki Jawani,Movie,2346005,3610463,1264458,Asia,Yes
1779,1275,2021-03-02,United States,Not Given,5 Seasons,Kids' TV,TV-Y,2021,Word Party,TV Show,4177058,867051,-3310007,North America,No
2380,1276,2021-03-01,Not Given,Sunny Lau,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows",TV-MA,2019,A Perfect Day For Arsenide,TV Show,3891018,1695939,-2195079,Unknown,No
6846,1277,2021-03-01,Not Given,Hidenori Inoue,182 min,"Action & Adventure, Dramas, International Movies",TV-PG,2009,Banyuki,Movie,1865223,2639337,774114,Unknown,Yes
